1029561|09:00:00|2900.000000|2900.000000|2890.000000|2890.000000|V700
1029562|09:07:00|2890.000000|2890.000000|2890.000000|2890.000000|V400
1029563|09:08:00|2890.000000|2890.000000|2890.000000|2890.000000|V600
1029564|09:11:00|2910.000000|2910.000000|2910.000000|2910.000000|V100
1029565|09:19:00|2900.000000|2900.000000|2900.000000|2900.000000|V100
1029566|09:27:00|2900.000000|2900.000000|2900.000000|2900.000000|V200
1029567|09:28:00|2920.000000|2920.000000|2920.000000|2920.000000|V100
1029568|09:30:00|2950.000000|2950.000000|2950.000000|2950.000000|V100
1029569|09:33:00|2920.000000|2920.000000|2900.000000|2910.000000|V2800
1029570|09:35:00|2920.000000|2920.000000|2920.000000|2920.000000|V100
1029571|09:36:00|2920.000000|2920.000000|2920.000000|2920.000000|V100
1029572|09:38:00|2920.000000|2920.000000|2920.000000|2920.000000|V400
1029573|09:45:00|2900.000000|2900.000000|2900.000000|2900.000000|V100
1029574|09:54:00|2900.000000|2900.000000|2900.000000|2900.000000|V3400
1029575|10:10:00|2890.000000|2890.000000|2890.000000|2890.000000|V1600
1029576|10:11:00|2890.000000|2900.000000|2890.000000|2900.000000|V300
1029577|10:12:00|2900.000000|2900.000000|2900.000000|2900.000000|V100
1029578|10:14:00|2890.000000|2890.000000|2890.000000|2890.000000|V100
1029579|10:17:00|2890.000000|2890.000000|2890.000000|2890.000000|V100
1029580|10:32:00|2890.000000|2890.000000|2890.000000|2890.000000|V100
1029581|10:34:00|2880.000000|2880.000000|2880.000000|2880.000000|V900
1029582|10:37:00|2880.000000|2880.000000|2880.000000|2880.000000|V200
1029583|10:38:00|2880.000000|2880.000000|2880.000000|2880.000000|V1800
1029584|10:40:00|2880.000000|2880.000000|2880.000000|2880.000000|V100
1029585|10:41:00|2880.000000|2880.000000|2860.000000|2860.000000|V5400
1029586|10:44:00|2870.000000|2870.000000|2850.000000|2850.000000|V2900
1029587|10:45:00|2850.000000|2850.000000|2850.000000|2850.000000|V1000
1029588|10:46:00|2840.000000|2840.000000|2820.000000|2820.000000|V1400
1029589|10:51:00|2830.000000|2830.000000|2830.000000|2830.000000|V100
1029590|10:56:00|2830.000000|2830.000000|2830.000000|2830.000000|V300
1029591|11:01:00|2830.000000|2830.000000|2830.000000|2830.000000|V200
1029592|11:06:00|2830.000000|2830.000000|2830.000000|2830.000000|V100
1029593|11:07:00|2830.000000|2830.000000|2820.000000|2820.000000|V700
1029594|11:08:00|2830.000000|2830.000000|2820.000000|2830.000000|V700
1029595|11:10:00|2830.000000|2830.000000|2820.000000|2820.000000|V500
1029596|11:14:00|2830.000000|2830.000000|2830.000000|2830.000000|V300
1029597|11:17:00|2830.000000|2830.000000|2820.000000|2820.000000|V400
1029598|11:19:00|2820.000000|2820.000000|2820.000000|2820.000000|V800
1029599|11:20:00|2810.000000|2810.000000|2810.000000|2810.000000|V1300
1029600|11:22:00|2820.000000|2820.000000|2820.000000|2820.000000|V100
1029601|11:23:00|2810.000000|2810.000000|2790.000000|2790.000000|V8900
1029602|11:24:00|2790.000000|2790.000000|2790.000000|2790.000000|V300
1029603|11:26:00|2800.000000|2800.000000|2790.000000|2790.000000|V700
1029604|11:27:00|2780.000000|2780.000000|2780.000000|2780.000000|V300
1029605|11:28:00|2790.000000|2790.000000|2790.000000|2790.000000|V100
1029606|11:31:00|2780.000000|2780.000000|2780.000000|2780.000000|V800
1029607|11:32:00|2780.000000|2780.000000|2780.000000|2780.000000|V200
1029608|11:35:00|2790.000000|2790.000000|2790.000000|2790.000000|V300
1029609|11:46:00|2790.000000|2790.000000|2790.000000|2790.000000|V500
1029610|11:49:00|2790.000000|2790.000000|2790.000000|2790.000000|V200
1029611|11:52:00|2790.000000|2790.000000|2790.000000|2790.000000|V1000
1029612|11:53:00|2790.000000|2790.000000|2790.000000|2790.000000|V200
1029613|11:55:00|2790.000000|2790.000000|2790.000000|2790.000000|V100
1029614|11:56:00|2790.000000|2790.000000|2790.000000|2790.000000|V1000
1029615|13:30:00|2790.000000|2790.000000|2780.000000|2790.000000|V6400
1029616|13:31:00|2790.000000|2790.000000|2790.000000|2790.000000|V3100
1029617|13:33:00|2790.000000|2790.000000|2780.000000|2780.000000|V600
1029618|13:34:00|2780.000000|2780.000000|2780.000000|2780.000000|V1200
1029619|13:39:00|2780.000000|2780.000000|2780.000000|2780.000000|V200
1029620|13:40:00|2790.000000|2790.000000|2790.000000|2790.000000|V300
1029621|13:41:00|2790.000000|2790.000000|2790.000000|2790.000000|V100
1029622|13:43:00|2790.000000|2790.000000|2790.000000|2790.000000|V2700
1029623|13:44:00|2790.000000|2790.000000|2790.000000|2790.000000|V100
1029624|13:48:00|2790.000000|2790.000000|2790.000000|2790.000000|V100
