1020442|09:30:00|50.000000|50.000000|50.000000|50.000000|V2500
1020443|09:41:00|50.000000|50.000000|50.000000|50.000000|V800
1020444|09:44:00|50.000000|50.000000|50.000000|50.000000|V500
1020445|09:54:00|50.000000|50.000000|50.000000|50.000000|V500
1020446|09:59:00|50.000000|50.000000|50.000000|50.000000|V500
1020447|10:13:00|50.000000|50.000000|50.000000|50.000000|V100
1020448|10:27:00|50.000000|50.000000|50.000000|50.000000|V200
1020449|10:44:00|50.000000|50.000000|50.000000|50.000000|V1000
1020450|10:57:00|50.000000|50.000000|50.000000|50.000000|V100
1020451|11:43:00|50.000000|50.000000|50.000000|50.000000|V400
1020452|13:30:00|50.000000|50.000000|50.000000|50.000000|V1900
1020453|13:39:00|50.000000|50.000000|50.000000|50.000000|V500
1020454|13:42:00|50.000000|50.000000|50.000000|50.000000|V200
1020455|14:12:00|50.000000|50.000000|50.000000|50.000000|V100
1020456|14:30:00|50.000000|50.000000|50.000000|50.000000|V1000
1020457|14:54:00|50.000000|50.000000|50.000000|50.000000|V1000
1020458|15:34:00|50.000000|50.000000|50.000000|50.000000|V400
