#A1_LOSSLESS_AI_TRANSPORT_V3
ticker=DAAZ|date=2024-12-05|rows=332|source_base=424989|compact_sha=ac4bf77614dbb0158215de23237f4a69fd2abad730362611002f89ca699c3764
defaults_json={"RAW_TICKER":"DAAZ","RAW_INTERVAL_SEC":"60","OBS_DUP_OR_OUT_OF_ORDER_TIME_FLAG":"0","IDX_REGULAR_CLOCK_SESSION_CODE":"20","DATE_CHANGE_FROM_PREV_FLAG":"0","DATE_FIRST_OBS_IN_RANGE_FLAG":"0","ANALYSIS_RANGE_LAST_OBS_FLAG":"0","CLK_PREOPEN_INPUT_FLAG":"0","CLK_REGULAR_SESSION1_FLAG":"1","CLK_OFFICIAL_MIDDAY_BREAK_FLAG":"0","CLK_REGULAR_SESSION2_FLAG":"0","CLK_PRECLOSE_INPUT_FLAG":"0","CLK_POSTCLOSE_FLAG":"0","BND_PRE_REG_OPEN_5M_FLAG":"0","BND_FIRST_S1_5M_FLAG":"0","BND_LAST_S1_5M_FLAG":"0","BND_PRE_S2_5M_FLAG":"0","BND_FIRST_S2_5M_FLAG":"0","BND_LAST_REGULAR_5M_FLAG":"0","BND_FIRST_PRECLOSE_5M_FLAG":"0","RAW_AUX1_SEMANTIC_PROVEN_CODE":"-1","RAW_AUX2_FRESH_SEMANTIC_PROVEN_CODE":"-1","RAW_OPENINT_FRESH_SEMANTIC_PROVEN_CODE":"-1"}
aliases_json={"RAW_TICKER":"x0","RAW_INTERVAL_SEC":"x1","OBS_DUP_OR_OUT_OF_ORDER_TIME_FLAG":"x2","IDX_REGULAR_CLOCK_SESSION_CODE":"x3","DATE_CHANGE_FROM_PREV_FLAG":"x4","DATE_FIRST_OBS_IN_RANGE_FLAG":"x5","ANALYSIS_RANGE_LAST_OBS_FLAG":"x6","CLK_PREOPEN_INPUT_FLAG":"x7","CLK_REGULAR_SESSION1_FLAG":"x8","CLK_OFFICIAL_MIDDAY_BREAK_FLAG":"x9","CLK_REGULAR_SESSION2_FLAG":"x10","CLK_PRECLOSE_INPUT_FLAG":"x11","CLK_POSTCLOSE_FLAG":"x12","BND_PRE_REG_OPEN_5M_FLAG":"x13","BND_FIRST_S1_5M_FLAG":"x14","BND_LAST_S1_5M_FLAG":"x15","BND_PRE_S2_5M_FLAG":"x16","BND_FIRST_S2_5M_FLAG":"x17","BND_LAST_REGULAR_5M_FLAG":"x18","BND_FIRST_PRECLOSE_5M_FLAG":"x19","RAW_AUX1_SEMANTIC_PROVEN_CODE":"x20","RAW_AUX2_FRESH_SEMANTIC_PROVEN_CODE":"x21","RAW_OPENINT_FRESH_SEMANTIC_PROVEN_CODE":"x22"}
#ROW i|HH:mm:ss|O|H|L|C|V|exceptions(alias=value;...)
203|13:54:00|4280.000000|4280.000000|4280.000000|4280.000000|2400|x3=40;x8=0;x10=1
204|13:55:00|4280.000000|4290.000000|4280.000000|4290.000000|2700|x3=40;x8=0;x10=1
205|13:56:00|4280.000000|4290.000000|4280.000000|4290.000000|11800|x3=40;x8=0;x10=1
206|13:57:00|4290.000000|4290.000000|4280.000000|4280.000000|16500|x3=40;x8=0;x10=1
207|13:58:00|4290.000000|4300.000000|4290.000000|4300.000000|1500|x3=40;x8=0;x10=1
208|13:59:00|4300.000000|4310.000000|4300.000000|4310.000000|5100|x3=40;x8=0;x10=1
209|14:00:00|4310.000000|4310.000000|4290.000000|4290.000000|2300|x3=40;x8=0;x10=1
210|14:01:00|4290.000000|4300.000000|4280.000000|4290.000000|33400|x3=40;x8=0;x10=1
211|14:02:00|4290.000000|4290.000000|4290.000000|4290.000000|4800|x3=40;x8=0;x10=1
212|14:03:00|4290.000000|4300.000000|4290.000000|4300.000000|3000|x3=40;x8=0;x10=1
213|14:04:00|4300.000000|4300.000000|4290.000000|4300.000000|2400|x3=40;x8=0;x10=1
214|14:05:00|4290.000000|4290.000000|4290.000000|4290.000000|16900|x3=40;x8=0;x10=1
215|14:06:00|4300.000000|4300.000000|4280.000000|4280.000000|20200|x3=40;x8=0;x10=1
216|14:07:00|4280.000000|4290.000000|4270.000000|4290.000000|11700|x3=40;x8=0;x10=1
217|14:08:00|4280.000000|4290.000000|4280.000000|4280.000000|4500|x3=40;x8=0;x10=1
218|14:09:00|4290.000000|4290.000000|4280.000000|4280.000000|8400|x3=40;x8=0;x10=1
219|14:10:00|4290.000000|4290.000000|4290.000000|4290.000000|1400|x3=40;x8=0;x10=1
220|14:11:00|4290.000000|4290.000000|4280.000000|4290.000000|7200|x3=40;x8=0;x10=1
221|14:12:00|4280.000000|4280.000000|4270.000000|4280.000000|2700|x3=40;x8=0;x10=1
222|14:13:00|4280.000000|4290.000000|4270.000000|4270.000000|16600|x3=40;x8=0;x10=1
223|14:14:00|4280.000000|4280.000000|4280.000000|4280.000000|2400|x3=40;x8=0;x10=1
224|14:15:00|4280.000000|4280.000000|4270.000000|4280.000000|2800|x3=40;x8=0;x10=1
225|14:16:00|4280.000000|4280.000000|4260.000000|4260.000000|18100|x3=40;x8=0;x10=1
226|14:17:00|4270.000000|4270.000000|4260.000000|4260.000000|19400|x3=40;x8=0;x10=1
227|14:18:00|4260.000000|4270.000000|4250.000000|4250.000000|19500|x3=40;x8=0;x10=1
228|14:19:00|4260.000000|4270.000000|4230.000000|4250.000000|208000|x3=40;x8=0;x10=1
229|14:20:00|4240.000000|4270.000000|4240.000000|4270.000000|17900|x3=40;x8=0;x10=1
230|14:21:00|4270.000000|4290.000000|4260.000000|4290.000000|10000|x3=40;x8=0;x10=1
231|14:22:00|4290.000000|4290.000000|4280.000000|4280.000000|4600|x3=40;x8=0;x10=1
232|14:23:00|4290.000000|4300.000000|4290.000000|4290.000000|8900|x3=40;x8=0;x10=1
233|14:24:00|4290.000000|4300.000000|4290.000000|4300.000000|23100|x3=40;x8=0;x10=1
234|14:25:00|4290.000000|4290.000000|4280.000000|4290.000000|56000|x3=40;x8=0;x10=1
235|14:26:00|4290.000000|4290.000000|4290.000000|4290.000000|3100|x3=40;x8=0;x10=1
236|14:27:00|4290.000000|4290.000000|4290.000000|4290.000000|3300|x3=40;x8=0;x10=1
237|14:28:00|4290.000000|4300.000000|4290.000000|4290.000000|2100|x3=40;x8=0;x10=1
238|14:29:00|4290.000000|4290.000000|4270.000000|4270.000000|102100|x3=40;x8=0;x10=1
239|14:30:00|4280.000000|4280.000000|4280.000000|4280.000000|3700|x3=40;x8=0;x10=1
240|14:31:00|4280.000000|4280.000000|4280.000000|4280.000000|2600|x3=40;x8=0;x10=1
241|14:32:00|4280.000000|4280.000000|4270.000000|4270.000000|700|x3=40;x8=0;x10=1
242|14:33:00|4280.000000|4280.000000|4270.000000|4280.000000|4800|x3=40;x8=0;x10=1
243|14:34:00|4270.000000|4280.000000|4270.000000|4280.000000|1400|x3=40;x8=0;x10=1
244|14:35:00|4280.000000|4280.000000|4270.000000|4280.000000|23000|x3=40;x8=0;x10=1
245|14:36:00|4280.000000|4280.000000|4270.000000|4270.000000|19000|x3=40;x8=0;x10=1
246|14:37:00|4280.000000|4280.000000|4270.000000|4270.000000|8500|x3=40;x8=0;x10=1
247|14:38:00|4270.000000|4280.000000|4270.000000|4280.000000|4000|x3=40;x8=0;x10=1
248|14:39:00|4280.000000|4280.000000|4270.000000|4270.000000|700|x3=40;x8=0;x10=1
249|14:40:00|4270.000000|4270.000000|4270.000000|4270.000000|27500|x3=40;x8=0;x10=1
250|14:41:00|4280.000000|4280.000000|4270.000000|4270.000000|2400|x3=40;x8=0;x10=1
251|14:42:00|4270.000000|4280.000000|4270.000000|4280.000000|4500|x3=40;x8=0;x10=1
252|14:43:00|4280.000000|4280.000000|4270.000000|4270.000000|1500|x3=40;x8=0;x10=1
253|14:44:00|4280.000000|4280.000000|4260.000000|4270.000000|27800|x3=40;x8=0;x10=1
254|14:45:00|4260.000000|4270.000000|4260.000000|4260.000000|24300|x3=40;x8=0;x10=1
255|14:46:00|4250.000000|4260.000000|4250.000000|4250.000000|3200|x3=40;x8=0;x10=1
256|14:47:00|4250.000000|4260.000000|4250.000000|4250.000000|13700|x3=40;x8=0;x10=1
257|14:48:00|4250.000000|4250.000000|4240.000000|4250.000000|11000|x3=40;x8=0;x10=1
258|14:49:00|4250.000000|4250.000000|4240.000000|4250.000000|30200|x3=40;x8=0;x10=1
259|14:50:00|4250.000000|4260.000000|4250.000000|4260.000000|3200|x3=40;x8=0;x10=1
260|14:51:00|4260.000000|4260.000000|4260.000000|4260.000000|300|x3=40;x8=0;x10=1
261|14:52:00|4260.000000|4270.000000|4260.000000|4270.000000|3100|x3=40;x8=0;x10=1
262|14:53:00|4260.000000|4260.000000|4260.000000|4260.000000|1200|x3=40;x8=0;x10=1
263|14:54:00|4260.000000|4260.000000|4250.000000|4250.000000|11800|x3=40;x8=0;x10=1
264|14:55:00|4260.000000|4270.000000|4250.000000|4270.000000|9100|x3=40;x8=0;x10=1
265|14:56:00|4270.000000|4270.000000|4260.000000|4260.000000|7600|x3=40;x8=0;x10=1
266|14:57:00|4270.000000|4270.000000|4270.000000|4270.000000|2900|x3=40;x8=0;x10=1
267|14:58:00|4270.000000|4280.000000|4260.000000|4260.000000|17800|x3=40;x8=0;x10=1
268|14:59:00|4270.000000|4270.000000|4270.000000|4270.000000|2200|x3=40;x8=0;x10=1
269|15:00:00|4270.000000|4270.000000|4270.000000|4270.000000|2000|x3=40;x8=0;x10=1
270|15:01:00|4280.000000|4280.000000|4270.000000|4270.000000|10900|x3=40;x8=0;x10=1
271|15:02:00|4280.000000|4290.000000|4270.000000|4270.000000|1000|x3=40;x8=0;x10=1
272|15:03:00|4290.000000|4320.000000|4290.000000|4320.000000|30900|x3=40;x8=0;x10=1
273|15:04:00|4320.000000|4320.000000|4310.000000|4310.000000|9500|x3=40;x8=0;x10=1
274|15:05:00|4310.000000|4320.000000|4300.000000|4310.000000|5400|x3=40;x8=0;x10=1
275|15:06:00|4310.000000|4320.000000|4310.000000|4320.000000|17000|x3=40;x8=0;x10=1
276|15:07:00|4320.000000|4320.000000|4310.000000|4310.000000|12400|x3=40;x8=0;x10=1
277|15:08:00|4320.000000|4340.000000|4310.000000|4330.000000|50000|x3=40;x8=0;x10=1
278|15:09:00|4320.000000|4330.000000|4320.000000|4330.000000|17900|x3=40;x8=0;x10=1
279|15:10:00|4330.000000|4360.000000|4320.000000|4360.000000|68500|x3=40;x8=0;x10=1
280|15:11:00|4360.000000|4380.000000|4360.000000|4370.000000|84500|x3=40;x8=0;x10=1
281|15:12:00|4380.000000|4380.000000|4370.000000|4370.000000|34300|x3=40;x8=0;x10=1
282|15:13:00|4370.000000|4370.000000|4350.000000|4350.000000|58400|x3=40;x8=0;x10=1
283|15:14:00|4360.000000|4360.000000|4320.000000|4320.000000|45700|x3=40;x8=0;x10=1
284|15:15:00|4330.000000|4330.000000|4320.000000|4330.000000|8200|x3=40;x8=0;x10=1
285|15:16:00|4330.000000|4340.000000|4330.000000|4340.000000|6800|x3=40;x8=0;x10=1
286|15:17:00|4350.000000|4350.000000|4330.000000|4340.000000|14200|x3=40;x8=0;x10=1
287|15:18:00|4340.000000|4350.000000|4340.000000|4340.000000|9600|x3=40;x8=0;x10=1
288|15:19:00|4340.000000|4340.000000|4340.000000|4340.000000|7100|x3=40;x8=0;x10=1
289|15:20:00|4340.000000|4340.000000|4340.000000|4340.000000|4200|x3=40;x8=0;x10=1
290|15:21:00|4330.000000|4330.000000|4280.000000|4300.000000|70900|x3=40;x8=0;x10=1
291|15:22:00|4300.000000|4300.000000|4280.000000|4290.000000|6100|x3=40;x8=0;x10=1
292|15:23:00|4290.000000|4290.000000|4280.000000|4290.000000|56500|x3=40;x8=0;x10=1
293|15:24:00|4310.000000|4310.000000|4310.000000|4310.000000|6200|x3=40;x8=0;x10=1
294|15:25:00|4310.000000|4350.000000|4310.000000|4340.000000|23900|x3=40;x8=0;x10=1
295|15:26:00|4340.000000|4350.000000|4340.000000|4350.000000|38400|x3=40;x8=0;x10=1
296|15:27:00|4350.000000|4360.000000|4350.000000|4350.000000|17000|x3=40;x8=0;x10=1
297|15:28:00|4350.000000|4350.000000|4330.000000|4330.000000|27400|x3=40;x8=0;x10=1
298|15:29:00|4330.000000|4340.000000|4310.000000|4320.000000|25300|x3=40;x8=0;x10=1
299|15:30:00|4320.000000|4330.000000|4320.000000|4330.000000|16500|x3=40;x8=0;x10=1
300|15:31:00|4330.000000|4330.000000|4330.000000|4330.000000|1700|x3=40;x8=0;x10=1
301|15:32:00|4320.000000|4330.000000|4310.000000|4310.000000|28200|x3=40;x8=0;x10=1
302|15:33:00|4320.000000|4320.000000|4310.000000|4310.000000|4800|x3=40;x8=0;x10=1
303|15:34:00|4310.000000|4320.000000|4300.000000|4310.000000|26900|x3=40;x8=0;x10=1
304|15:35:00|4310.000000|4310.000000|4300.000000|4300.000000|39500|x3=40;x8=0;x10=1
305|15:36:00|4300.000000|4300.000000|4290.000000|4300.000000|10800|x3=40;x8=0;x10=1
306|15:37:00|4290.000000|4300.000000|4290.000000|4300.000000|30800|x3=40;x8=0;x10=1
307|15:38:00|4310.000000|4310.000000|4300.000000|4300.000000|4900|x3=40;x8=0;x10=1
308|15:39:00|4300.000000|4300.000000|4290.000000|4290.000000|11900|x3=40;x8=0;x10=1
309|15:40:00|4290.000000|4300.000000|4280.000000|4290.000000|54300|x3=40;x8=0;x10=1
310|15:41:00|4290.000000|4290.000000|4290.000000|4290.000000|7600|x3=40;x8=0;x10=1
311|15:42:00|4290.000000|4290.000000|4270.000000|4280.000000|33100|x3=40;x8=0;x10=1
312|15:43:00|4290.000000|4300.000000|4280.000000|4280.000000|9400|x3=40;x8=0;x10=1
313|15:44:00|4300.000000|4300.000000|4290.000000|4290.000000|7000|x3=40;x8=0;x10=1
314|15:45:00|4290.000000|4290.000000|4280.000000|4290.000000|11900|x3=40;x8=0;x10=1;x18=1
315|15:46:00|4290.000000|4290.000000|4280.000000|4280.000000|15600|x3=40;x8=0;x10=1;x18=1
316|15:47:00|4280.000000|4280.000000|4270.000000|4270.000000|31400|x3=40;x8=0;x10=1;x18=1
317|15:48:00|4270.000000|4270.000000|4260.000000|4260.000000|41200|x3=40;x8=0;x10=1;x18=1
318|15:49:00|4260.000000|4340.000000|4260.000000|4340.000000|125100|x3=40;x8=0;x10=1;x18=1
319|16:00:00|4340.000000|4340.000000|4340.000000|4340.000000|340300|x3=51;x8=0
320|16:01:00|4340.000000|4340.000000|4340.000000|4340.000000|27300|x3=51;x8=0
321|16:02:00|4340.000000|4340.000000|4340.000000|4340.000000|6200|x3=60;x8=0;x12=1
322|16:03:00|4340.000000|4340.000000|4340.000000|4340.000000|1600|x3=60;x8=0;x12=1
323|16:04:00|4340.000000|4340.000000|4340.000000|4340.000000|102900|x3=60;x8=0;x12=1
324|16:05:00|4340.000000|4340.000000|4340.000000|4340.000000|1700|x3=60;x8=0;x12=1
325|16:06:00|4340.000000|4340.000000|4340.000000|4340.000000|1300|x3=60;x8=0;x12=1
326|16:07:00|4340.000000|4340.000000|4340.000000|4340.000000|900|x3=60;x8=0;x12=1
327|16:08:00|4340.000000|4340.000000|4340.000000|4340.000000|300|x3=60;x8=0;x12=1
328|16:09:00|4340.000000|4340.000000|4340.000000|4340.000000|1100|x3=60;x8=0;x12=1
329|16:11:00|4340.000000|4340.000000|4340.000000|4340.000000|100|x3=60;x8=0;x12=1
330|16:12:00|4340.000000|4340.000000|4340.000000|4340.000000|4300|x3=60;x8=0;x12=1
331|16:14:00|4340.000000|4340.000000|4340.000000|4340.000000|400|x3=60;x8=0;x12=1
