#A1_LOSSLESS_AI_TRANSPORT_V2
ticker=DIVA
trading_date=2024-12-05
actual_rows=222
source_row_first=447351
source_row_last=447572
compact_rows_sha256=e502a6219f9f69d9f2a615424192cd29d291f0b33817ea07502685164fc62158
core_fields=source_row,RAW_DATETIME_ISO,OBS_DELTA_PREV_SEC_SAME_DATE,OBS_GAP_GT_BASE_INTERVAL_FLAG,RAW_OPEN,RAW_HIGH,RAW_LOW,RAW_CLOSE,RAW_VOLUME,IDX_REGULAR_CLOCK_SESSION_CODE
defaults_json={"RAW_TICKER":"DIVA","RAW_INTERVAL_SEC":"60","OBS_DUP_OR_OUT_OF_ORDER_TIME_FLAG":"0","DATE_CHANGE_FROM_PREV_FLAG":"0","DATE_FIRST_OBS_IN_RANGE_FLAG":"0","ANALYSIS_RANGE_LAST_OBS_FLAG":"0","CLK_PREOPEN_INPUT_FLAG":"0","CLK_REGULAR_SESSION1_FLAG":"1","CLK_OFFICIAL_MIDDAY_BREAK_FLAG":"0","CLK_REGULAR_SESSION2_FLAG":"0","CLK_PRECLOSE_INPUT_FLAG":"0","CLK_POSTCLOSE_FLAG":"0","BND_PRE_REG_OPEN_5M_FLAG":"0","BND_FIRST_S1_5M_FLAG":"0","BND_LAST_S1_5M_FLAG":"0","BND_PRE_S2_5M_FLAG":"0","BND_FIRST_S2_5M_FLAG":"0","BND_LAST_REGULAR_5M_FLAG":"0","BND_FIRST_PRECLOSE_5M_FLAG":"0","RAW_AUX1_SEMANTIC_PROVEN_CODE":"-1","RAW_AUX2_FRESH_SEMANTIC_PROVEN_CODE":"-1","RAW_OPENINT_FRESH_SEMANTIC_PROVEN_CODE":"-1"}
#ROW_FORMAT core values separated by | ; final field contains non-core exceptions as name=value pairs separated by ; ; blank means defaults
447351|2024-12-05 09:00:00||0|172.000000|178.000000|172.000000|177.000000|101500|20|DATE_CHANGE_FROM_PREV_FLAG=1;DATE_FIRST_OBS_IN_RANGE_FLAG=1;BND_FIRST_S1_5M_FLAG=1
447352|2024-12-05 09:01:00|60|0|178.000000|178.000000|175.000000|177.000000|165700|20|BND_FIRST_S1_5M_FLAG=1
447353|2024-12-05 09:02:00|60|0|176.000000|177.000000|174.000000|175.000000|292000|20|BND_FIRST_S1_5M_FLAG=1
447354|2024-12-05 09:03:00|60|0|175.000000|176.000000|175.000000|175.000000|63600|20|BND_FIRST_S1_5M_FLAG=1
447355|2024-12-05 09:04:00|60|0|175.000000|175.000000|174.000000|174.000000|161600|20|BND_FIRST_S1_5M_FLAG=1
447356|2024-12-05 09:05:00|60|0|174.000000|174.000000|172.000000|172.000000|77500|20|
447357|2024-12-05 09:06:00|60|0|171.000000|172.000000|171.000000|172.000000|220100|20|
447358|2024-12-05 09:07:00|60|0|172.000000|173.000000|171.000000|172.000000|157900|20|
447359|2024-12-05 09:08:00|60|0|172.000000|172.000000|172.000000|172.000000|5200|20|
447360|2024-12-05 09:09:00|60|0|172.000000|172.000000|163.000000|163.000000|115100|20|
447361|2024-12-05 09:10:00|60|0|163.000000|166.000000|162.000000|165.000000|56000|20|
447362|2024-12-05 09:11:00|60|0|166.000000|166.000000|164.000000|164.000000|43500|20|
447363|2024-12-05 09:12:00|60|0|163.000000|164.000000|162.000000|162.000000|106300|20|
447364|2024-12-05 09:13:00|60|0|161.000000|165.000000|160.000000|165.000000|194500|20|
447365|2024-12-05 09:14:00|60|0|165.000000|165.000000|163.000000|165.000000|33800|20|
447366|2024-12-05 09:15:00|60|0|165.000000|165.000000|164.000000|165.000000|8600|20|
