#A1_LOSSLESS_AI_TRANSPORT_V3
ticker=DILD|date=2024-12-05|rows=166|source_base=451405|compact_sha=9cb3f049a68095371df3dd322b99601bbca4051c2e82c9064df3bf335a97e438
defaults_json={"RAW_TICKER":"DILD","RAW_INTERVAL_SEC":"60","OBS_DUP_OR_OUT_OF_ORDER_TIME_FLAG":"0","IDX_REGULAR_CLOCK_SESSION_CODE":"20","DATE_CHANGE_FROM_PREV_FLAG":"0","DATE_FIRST_OBS_IN_RANGE_FLAG":"0","ANALYSIS_RANGE_LAST_OBS_FLAG":"0","CLK_PREOPEN_INPUT_FLAG":"0","CLK_REGULAR_SESSION1_FLAG":"1","CLK_OFFICIAL_MIDDAY_BREAK_FLAG":"0","CLK_REGULAR_SESSION2_FLAG":"0","CLK_PRECLOSE_INPUT_FLAG":"0","CLK_POSTCLOSE_FLAG":"0","BND_PRE_REG_OPEN_5M_FLAG":"0","BND_FIRST_S1_5M_FLAG":"0","BND_LAST_S1_5M_FLAG":"0","BND_PRE_S2_5M_FLAG":"0","BND_FIRST_S2_5M_FLAG":"0","BND_LAST_REGULAR_5M_FLAG":"0","BND_FIRST_PRECLOSE_5M_FLAG":"0","RAW_AUX1_SEMANTIC_PROVEN_CODE":"-1","RAW_AUX2_FRESH_SEMANTIC_PROVEN_CODE":"-1","RAW_OPENINT_FRESH_SEMANTIC_PROVEN_CODE":"-1"}
aliases_json={"RAW_TICKER":"x0","RAW_INTERVAL_SEC":"x1","OBS_DUP_OR_OUT_OF_ORDER_TIME_FLAG":"x2","IDX_REGULAR_CLOCK_SESSION_CODE":"x3","DATE_CHANGE_FROM_PREV_FLAG":"x4","DATE_FIRST_OBS_IN_RANGE_FLAG":"x5","ANALYSIS_RANGE_LAST_OBS_FLAG":"x6","CLK_PREOPEN_INPUT_FLAG":"x7","CLK_REGULAR_SESSION1_FLAG":"x8","CLK_OFFICIAL_MIDDAY_BREAK_FLAG":"x9","CLK_REGULAR_SESSION2_FLAG":"x10","CLK_PRECLOSE_INPUT_FLAG":"x11","CLK_POSTCLOSE_FLAG":"x12","BND_PRE_REG_OPEN_5M_FLAG":"x13","BND_FIRST_S1_5M_FLAG":"x14","BND_LAST_S1_5M_FLAG":"x15","BND_PRE_S2_5M_FLAG":"x16","BND_FIRST_S2_5M_FLAG":"x17","BND_LAST_REGULAR_5M_FLAG":"x18","BND_FIRST_PRECLOSE_5M_FLAG":"x19","RAW_AUX1_SEMANTIC_PROVEN_CODE":"x20","RAW_AUX2_FRESH_SEMANTIC_PROVEN_CODE":"x21","RAW_OPENINT_FRESH_SEMANTIC_PROVEN_CODE":"x22"}
#ROW i|HH:mm:ss|O|H|L|C|V|exceptions(alias=value;...)
108|13:44:00|169.000000|169.000000|169.000000|169.000000|2900|x3=40;x8=0;x10=1
109|13:47:00|170.000000|170.000000|170.000000|170.000000|7100|x3=40;x8=0;x10=1
110|13:48:00|170.000000|170.000000|170.000000|170.000000|3000|x3=40;x8=0;x10=1
111|13:49:00|170.000000|170.000000|170.000000|170.000000|100|x3=40;x8=0;x10=1
112|13:52:00|170.000000|170.000000|170.000000|170.000000|6800|x3=40;x8=0;x10=1
113|13:53:00|170.000000|170.000000|170.000000|170.000000|8100|x3=40;x8=0;x10=1
114|13:54:00|170.000000|170.000000|170.000000|170.000000|3100|x3=40;x8=0;x10=1
115|13:56:00|170.000000|170.000000|169.000000|169.000000|35500|x3=40;x8=0;x10=1
116|14:05:00|170.000000|170.000000|170.000000|170.000000|48600|x3=40;x8=0;x10=1
117|14:08:00|171.000000|171.000000|171.000000|171.000000|500|x3=40;x8=0;x10=1
118|14:11:00|171.000000|171.000000|171.000000|171.000000|100000|x3=40;x8=0;x10=1
119|14:14:00|171.000000|171.000000|171.000000|171.000000|500|x3=40;x8=0;x10=1
120|14:17:00|171.000000|171.000000|171.000000|171.000000|4100|x3=40;x8=0;x10=1
121|14:19:00|171.000000|171.000000|171.000000|171.000000|204900|x3=40;x8=0;x10=1
122|14:23:00|172.000000|172.000000|172.000000|172.000000|1314900|x3=40;x8=0;x10=1
123|14:24:00|172.000000|172.000000|172.000000|172.000000|100|x3=40;x8=0;x10=1
124|14:27:00|172.000000|172.000000|172.000000|172.000000|411000|x3=40;x8=0;x10=1
125|14:28:00|172.000000|172.000000|172.000000|172.000000|69500|x3=40;x8=0;x10=1
126|14:31:00|172.000000|172.000000|172.000000|172.000000|700|x3=40;x8=0;x10=1
127|14:32:00|171.000000|171.000000|171.000000|171.000000|600|x3=40;x8=0;x10=1
128|14:34:00|171.000000|171.000000|171.000000|171.000000|4900|x3=40;x8=0;x10=1
129|14:37:00|171.000000|171.000000|171.000000|171.000000|15000|x3=40;x8=0;x10=1
130|14:38:00|171.000000|171.000000|171.000000|171.000000|4400|x3=40;x8=0;x10=1
131|14:39:00|171.000000|171.000000|171.000000|171.000000|100|x3=40;x8=0;x10=1
132|14:40:00|170.000000|170.000000|170.000000|170.000000|900|x3=40;x8=0;x10=1
133|14:44:00|171.000000|171.000000|170.000000|170.000000|7500|x3=40;x8=0;x10=1
134|14:50:00|170.000000|170.000000|170.000000|170.000000|100|x3=40;x8=0;x10=1
135|14:54:00|171.000000|171.000000|171.000000|171.000000|63700|x3=40;x8=0;x10=1
136|14:55:00|171.000000|171.000000|171.000000|171.000000|5000|x3=40;x8=0;x10=1
137|14:57:00|171.000000|171.000000|171.000000|171.000000|300|x3=40;x8=0;x10=1
138|15:00:00|172.000000|172.000000|172.000000|172.000000|10000|x3=40;x8=0;x10=1
139|15:01:00|172.000000|172.000000|172.000000|172.000000|50000|x3=40;x8=0;x10=1
140|15:02:00|172.000000|172.000000|172.000000|172.000000|500|x3=40;x8=0;x10=1
141|15:04:00|172.000000|172.000000|171.000000|171.000000|46200|x3=40;x8=0;x10=1
142|15:07:00|171.000000|171.000000|171.000000|171.000000|3000|x3=40;x8=0;x10=1
143|15:09:00|171.000000|171.000000|171.000000|171.000000|100|x3=40;x8=0;x10=1
144|15:10:00|171.000000|171.000000|171.000000|171.000000|1000|x3=40;x8=0;x10=1
145|15:11:00|171.000000|171.000000|171.000000|171.000000|80000|x3=40;x8=0;x10=1
146|15:15:00|171.000000|171.000000|171.000000|171.000000|100|x3=40;x8=0;x10=1
147|15:19:00|170.000000|170.000000|170.000000|170.000000|200|x3=40;x8=0;x10=1
148|15:22:00|170.000000|170.000000|170.000000|170.000000|5000|x3=40;x8=0;x10=1
149|15:23:00|171.000000|171.000000|171.000000|171.000000|28500|x3=40;x8=0;x10=1
150|15:28:00|170.000000|170.000000|170.000000|170.000000|300300|x3=40;x8=0;x10=1
151|15:30:00|170.000000|170.000000|170.000000|170.000000|5800|x3=40;x8=0;x10=1
152|15:31:00|171.000000|171.000000|171.000000|171.000000|600|x3=40;x8=0;x10=1
153|15:32:00|170.000000|170.000000|170.000000|170.000000|200|x3=40;x8=0;x10=1
154|15:35:00|170.000000|170.000000|170.000000|170.000000|900|x3=40;x8=0;x10=1
155|15:38:00|170.000000|170.000000|170.000000|170.000000|117100|x3=40;x8=0;x10=1
156|15:40:00|170.000000|170.000000|170.000000|170.000000|100|x3=40;x8=0;x10=1
157|15:43:00|171.000000|171.000000|171.000000|171.000000|500|x3=40;x8=0;x10=1
158|15:44:00|171.000000|171.000000|171.000000|171.000000|1000|x3=40;x8=0;x10=1
159|15:45:00|171.000000|171.000000|171.000000|171.000000|5000|x3=40;x8=0;x10=1;x18=1
160|15:46:00|171.000000|171.000000|171.000000|171.000000|80900|x3=40;x8=0;x10=1;x18=1
161|15:47:00|172.000000|172.000000|171.000000|171.000000|30300|x3=40;x8=0;x10=1;x18=1
162|15:48:00|172.000000|172.000000|171.000000|171.000000|700|x3=40;x8=0;x10=1;x18=1
163|16:00:00|172.000000|172.000000|172.000000|172.000000|70800|x3=51;x8=0
164|16:05:00|172.000000|172.000000|172.000000|172.000000|500|x3=60;x8=0;x12=1
165|16:11:00|172.000000|172.000000|172.000000|172.000000|100|x3=60;x8=0;x12=1
